Device_type;Timestamp;Heart rate;Activity type;Sleep stage;Caffeine
Apple Watch;20250603124644+0200;93;0;Awake;
Apple Watch;20250603124648+0200;93;0;Awake;
Apple Watch;20250603124656+0200;94;0;Awake;
Apple Watch;20250603124702+0200;95;0;Awake;
Apple Watch;20250603124706+0200;97;0;Awake;
Apple Watch;20250603124709+0200;97;0;Awake;
Apple Watch;20250603124714+0200;99;0;Awake;
Apple Watch;20250603124721+0200;99;0;Awake;
Apple Watch;20250603124727+0200;96;0;Awake;
Apple Watch;20250603124728+0200;96;0;Awake;
Apple Watch;20250603124734+0200;96;0;Awake;
Apple Watch;20250603124738+0200;95;0;Awake;
Apple Watch;20250603124743+0200;97;0;Awake;
Apple Watch;20250603124752+0200;99;0;Awake;
Apple Watch;20250603124754+0200;98;0;Awake;
Apple Watch;20250603124802+0200;93;0;Awake;
Apple Watch;20250603124840+0200;101;0;Awake;
Apple Watch;20250603124844+0200;92;0;Awake;
Apple Watch;20250603124846+0200;92;0;Awake;
Apple Watch;20250603124851+0200;97;0;Awake;
Apple Watch;20250603124900+0200;97;0;Awake;
Apple Watch;20250603124901+0200;96;0;Awake;
Apple Watch;20250603124910+0200;107;0;Awake;
Apple Watch;20250603124911+0200;108;0;Awake;
Apple Watch;20250603124916+0200;115;0;Awake;
Apple Watch;20250603124925+0200;120;0;Awake;
Apple Watch;20250603124926+0200;120;0;Awake;
Apple Watch;20250603124935+0200;122;0;Awake;
Apple Watch;20250603124938+0200;122;0;Awake;
Apple Watch;20250603124941+0200;120;0;Awake;
Apple Watch;20250603124950+0200;114;0;Awake;
Apple Watch;20250603124952+0200;113;0;Awake;
Apple Watch;20250603124956+0200;108;0;Awake;
Apple Watch;20250603125003+0200;107;0;Awake;
Apple Watch;20250603125007+0200;103;0;Awake;
Apple Watch;20250603125015+0200;92;0;Awake;
Apple Watch;20250603125017+0200;93;0;Awake;
Apple Watch;20250603125021+0200;93;0;Awake;
Apple Watch;20250603125026+0200;92;0;Awake;
Apple Watch;20250603125031+0200;89;0;Awake;
Apple Watch;20250603125039+0200;80;0;Awake;
Apple Watch;20250603125042+0200;79;0;Awake;
Apple Watch;20250603125050+0200;80;0;Awake;
Apple Watch;20250603125055+0200;77;0;Awake;
Apple Watch;20250603125056+0200;79;0;Awake;
Apple Watch;20250603125101+0200;87;0;Awake;
Apple Watch;20250603125120+0200;77;0;Awake;
Apple Watch;20250603125125+0200;76;0;Awake;
Apple Watch;20250603125130+0200;74;0;Awake;
Apple Watch;20250603125132+0200;72;0;Awake;
Apple Watch;20250603125140+0200;87;0;Awake;
Apple Watch;20250603125144+0200;93;0;Awake;
Apple Watch;20250603125146+0200;95;0;Awake;
Apple Watch;20250603125151+0200;98;0;Awake;
Apple Watch;20250603130128+0200;72;1;Awake;
Apple Watch;20250603130312+0200;72;1;Awake;
Apple Watch;20250603130812+0200;67;1;Awake;
Apple Watch;20250603131249+0200;64;1;Awake;
Apple Watch;20250603132041+0200;91;0;Awake;
Apple Watch;20250603132422+0200;88;1;Awake;
Apple Watch;20250603133525+0200;72;1;Awake;
Apple Watch;20250603133924+0200;69;1;Awake;
Apple Watch;20250603134317+0200;66;0;Awake;
Apple Watch;20250603134149+0200;70;1;Awake;
Apple Watch;20250603134658+0200;71;1;Awake;
Apple Watch;20250603135316+0200;106;2;Awake;
Apple Watch;20250603135325+0200;104;0;Awake;
Apple Watch;20250603135330+0200;107;0;Awake;
Apple Watch;20250603135334+0200;107;0;Awake;
Apple Watch;20250603135338+0200;106;0;Awake;
Apple Watch;20250603135345+0200;105;0;Awake;
Apple Watch;20250603135346+0200;106;0;Awake;
Apple Watch;20250603135351+0200;106;0;Awake;
Apple Watch;20250603135400+0200;109;0;Awake;
Apple Watch;20250603135404+0200;108;0;Awake;
Apple Watch;20250603135407+0200;108;0;Awake;
Apple Watch;20250603135415+0200;103;0;Awake;
Apple Watch;20250603135420+0200;103;0;Awake;
Apple Watch;20250603135425+0200;103;0;Awake;
Apple Watch;20250603135426+0200;103;0;Awake;
Apple Watch;20250603135431+0200;103;0;Awake;
Apple Watch;20250603135436+0200;104;0;Awake;
Apple Watch;20250603135442+0200;106;0;Awake;
Apple Watch;20250603135450+0200;110;0;Awake;
Apple Watch;20250603135455+0200;112;0;Awake;
Apple Watch;20250603135458+0200;111;0;Awake;
Apple Watch;20250603135505+0200;107;0;Awake;
Apple Watch;20250603135506+0200;108;0;Awake;
Apple Watch;20250603135514+0200;108;0;Awake;
Apple Watch;20250603135518+0200;106;0;Awake;
Apple Watch;20250603135521+0200;105;0;Awake;
Apple Watch;20250603135530+0200;107;0;Awake;
Apple Watch;20250603135532+0200;107;0;Awake;
Apple Watch;20250603135540+0200;108;0;Awake;
Apple Watch;20250603135545+0200;105;0;Awake;
Apple Watch;20250603135550+0200;105;0;Awake;
Apple Watch;20250603135553+0200;105;0;Awake;
Apple Watch;20250603135556+0200;107;0;Awake;
Apple Watch;20250603135603+0200;108;0;Awake;
Apple Watch;20250603135610+0200;108;0;Awake;
Apple Watch;20250603135615+0200;105;0;Awake;
Apple Watch;20250603135618+0200;105;0;Awake;
Apple Watch;20250603140004+0200;119;0;Awake;
Apple Watch;20250603140008+0200;122;0;Awake;
Apple Watch;20250603140013+0200;122;0;Awake;
Apple Watch;20250603140019+0200;122;0;Awake;
Apple Watch;20250603140025+0200;127;0;Awake;
Apple Watch;20250603140036+0200;126;0;Awake;
Apple Watch;20250603140043+0200;126;0;Awake;
Apple Watch;20250603140049+0200;125;0;Awake;
Apple Watch;20250603140053+0200;125;0;Awake;
Apple Watch;20250603140056+0200;125;0;Awake;
Apple Watch;20250603140104+0200;125;0;Awake;
Apple Watch;20250603140108+0200;124;0;Awake;
Apple Watch;20250603140112+0200;124;0;Awake;
Apple Watch;20250603140116+0200;124;0;Awake;
Apple Watch;20250603140125+0200;122;0;Awake;
Apple Watch;20250603140129+0200;121;0;Awake;
Apple Watch;20250603140132+0200;122;0;Awake;
Apple Watch;20250603140140+0200;120;0;Awake;
Apple Watch;20250603140143+0200;122;0;Awake;
Apple Watch;20250603140146+0200;123;0;Awake;
Apple Watch;20250603140151+0200;122;0;Awake;
Apple Watch;20250603140200+0200;120;0;Awake;
Apple Watch;20250603140202+0200;122;0;Awake;
Apple Watch;20250603140209+0200;123;0;Awake;
Apple Watch;20250603140211+0200;123;0;Awake;
Apple Watch;20250603140218+0200;123;0;Awake;
Apple Watch;20250603140221+0200;122;0;Awake;
Apple Watch;20250603140230+0200;122;0;Awake;
Apple Watch;20250603140235+0200;121;0;Awake;
Apple Watch;20250603140240+0200;127;0;Awake;
Apple Watch;20250603140242+0200;127;0;Awake;
Apple Watch;20250603140250+0200;123;0;Awake;
Apple Watch;20250603140255+0200;124;0;Awake;
Apple Watch;20250603140257+0200;124;0;Awake;
Apple Watch;20250603140305+0200;124;0;Awake;
Apple Watch;20250603140306+0200;123;0;Awake;
Apple Watch;20250603140311+0200;122;0;Awake;
Apple Watch;20250603140316+0200;122;0;Awake;
Apple Watch;20250603140321+0200;123;0;Awake;
Apple Watch;20250603140330+0200;126;0;Awake;
Apple Watch;20250603140334+0200;125;0;Awake;
Apple Watch;20250603140337+0200;124;0;Awake;
Apple Watch;20250603140342+0200;129;0;Awake;
Apple Watch;20250603140349+0200;130;0;Awake;
Apple Watch;20250603140354+0200;133;0;Awake;
Apple Watch;20250603140357+0200;132;0;Awake;
Apple Watch;20250603140405+0200;130;0;Awake;
Apple Watch;20250603140407+0200;129;0;Awake;
Apple Watch;20250603140414+0200;132;0;Awake;
Apple Watch;20250603140420+0200;131;0;Awake;
Apple Watch;20250603140425+0200;131;0;Awake;
Apple Watch;20250603140426+0200;130;0;Awake;
Apple Watch;20250603140435+0200;130;0;Awake;
Apple Watch;20250603140436+0200;129;0;Awake;
Apple Watch;20250603140445+0200;133;0;Awake;
Apple Watch;20250603140449+0200;134;0;Awake;
Apple Watch;20250603140455+0200;133;0;Awake;
Apple Watch;20250603140457+0200;133;0;Awake;
Apple Watch;20250603140505+0200;132;0;Awake;
Apple Watch;20250603140506+0200;131;0;Awake;
Apple Watch;20250603140511+0200;127;0;Awake;
Apple Watch;20250603140520+0200;118;0;Awake;
Apple Watch;20250603140524+0200;121;0;Awake;
Apple Watch;20250603140526+0200;121;0;Awake;
Apple Watch;20250603140535+0200;129;0;Awake;
Apple Watch;20250603140537+0200;127;0;Awake;
Apple Watch;20250603140541+0200;123;0;Awake;
Apple Watch;20250603140546+0200;119;0;Awake;
Apple Watch;20250603140552+0200;112;0;Awake;
Apple Watch;20250603140600+0200;110;0;Awake;
Apple Watch;20250603140601+0200;106;0;Awake;
Apple Watch;20250603140619+0200;108;0;Awake;
Apple Watch;20250603140625+0200;114;0;Awake;
Apple Watch;20250603140628+0200;115;0;Awake;
Apple Watch;20250603140634+0200;114;0;Awake;
Apple Watch;20250603140638+0200;114;0;Awake;
Apple Watch;20250603140643+0200;113;0;Awake;
Apple Watch;20250603140647+0200;114;0;Awake;
Apple Watch;20250603140651+0200;115;0;Awake;
Apple Watch;20250603140656+0200;115;0;Awake;
Apple Watch;20250603140701+0200;119;0;Awake;
Apple Watch;20250603140716+0200;115;0;Awake;
Apple Watch;20250603140725+0200;109;0;Awake;
Apple Watch;20250603140727+0200;108;0;Awake;
Apple Watch;20250603140731+0200;110;0;Awake;
Apple Watch;20250603140736+0200;107;0;Awake;
Apple Watch;20250603140745+0200;134;0;Awake;
Apple Watch;20250603140750+0200;132;0;Awake;
Apple Watch;20250603140753+0200;131;0;Awake;
Apple Watch;20250603140758+0200;130;0;Awake;
Apple Watch;20250603140804+0200;132;0;Awake;
Apple Watch;20250603140833+0200;119;0;Awake;
Apple Watch;20250603140841+0200;117;0;Awake;
Apple Watch;20250603140846+0200;119;0;Awake;
Apple Watch;20250603140848+0200;119;0;Awake;
Apple Watch;20250603140855+0200;118;0;Awake;
Apple Watch;20250603140901+0200;117;0;Awake;
Apple Watch;20250603140904+0200;116;0;Awake;
Apple Watch;20250603140911+0200;118;0;Awake;
Apple Watch;20250603140916+0200;119;0;Awake;
Apple Watch;20250603140919+0200;119;0;Awake;
Apple Watch;20250603140923+0200;123;0;Awake;
Apple Watch;20250603140928+0200;120;0;Awake;
Apple Watch;20250603140936+0200;121;0;Awake;
Apple Watch;20250603140942+0200;121;0;Awake;
Apple Watch;20250603140947+0200;124;0;Awake;
Apple Watch;20250603140949+0200;125;0;Awake;
Apple Watch;20250603140955+0200;116;0;Awake;
Apple Watch;20250603140959+0200;115;0;Awake;
Apple Watch;20250603141007+0200;109;0;Awake;
Apple Watch;20250603141012+0200;109;0;Awake;
Apple Watch;20250603135805+0200;121;0;Awake;
Apple Watch;20250603141016+0200;110;0;Awake;
Apple Watch;20250603141608+0200;90;1;Awake;
Apple Watch;20250603141652+0200;90,1017;0;Awake;
Apple Watch;20250603141954+0200;84;1;Awake;
Apple Watch;20250603142435+0200;91;2;Awake;
Apple Watch;20250603142351+0200;99;0;Awake;
Apple Watch;20250603143802+0200;115;2;Awake;
Apple Watch;20250603143453+0200;80;0;Awake;
Apple Watch;20250603144116+0200;75;0;Awake;
Apple Watch;20250603144633+0200;77;1;Awake;
Apple Watch;20250603144751+0200;84;1;Awake;
Apple Watch;20250603145452+0200;78;1;Awake;
Apple Watch;20250603150236+0200;103;2;Awake;
Apple Watch;20250603150719+0200;88;2;Awake;
Apple Watch;20250603145814+0200;76;1;Awake;
Apple Watch;20250603151211+0200;93;0;Awake;
Apple Watch;20250603151216+0200;98;0;Awake;
Apple Watch;20250603151218+0200;98;0;Awake;
Apple Watch;20250603151226+0200;96;0;Awake;
Apple Watch;20250603151256+0200;97;2;Awake;
Apple Watch;20250603151301+0200;100;2;Awake;
Apple Watch;20250603151306+0200;106;2;Awake;
Apple Watch;20250603151307+0200;106;2;Awake;
Apple Watch;20250603151312+0200;100;2;Awake;
Apple Watch;20250603151321+0200;103;2;Awake;
Apple Watch;20250603151322+0200;103;2;Awake;
Apple Watch;20250603151331+0200;102;2;Awake;
Apple Watch;20250603151335+0200;101;2;Awake;
Apple Watch;20250603151339+0200;97;2;Awake;
Apple Watch;20250603151346+0200;94;2;Awake;
Apple Watch;20250603151347+0200;94;2;Awake;
Apple Watch;20250603151352+0200;98;2;Awake;
Apple Watch;20250603151357+0200;103;2;Awake;
Apple Watch;20250603151406+0200;99;2;Awake;
Apple Watch;20250603151407+0200;99;2;Awake;
Apple Watch;20250603151412+0200;99;2;Awake;
Apple Watch;20250603151417+0200;99;2;Awake;
Apple Watch;20250603151426+0200;112;2;Awake;
Apple Watch;20250603151431+0200;111;2;Awake;
Apple Watch;20250603151434+0200;109;2;Awake;
Apple Watch;20250603151437+0200;109;2;Awake;
Apple Watch;20250603151442+0200;110;2;Awake;
Apple Watch;20250603151451+0200;107;2;Awake;
Apple Watch;20250603151456+0200;102;2;Awake;
Apple Watch;20250603151457+0200;101;2;Awake;
Apple Watch;20250603151506+0200;88;2;Awake;
Apple Watch;20250603151507+0200;89;2;Awake;
Apple Watch;20250603151515+0200;85;2;Awake;
Apple Watch;20250603151517+0200;85;2;Awake;
Apple Watch;20250603151526+0200;93;2;Awake;
Apple Watch;20250603151527+0200;93;2;Awake;
Apple Watch;20250603151536+0200;89;2;Awake;
Apple Watch;20250603151537+0200;89;2;Awake;
Apple Watch;20250603151542+0200;100;2;Awake;
Apple Watch;20250603151551+0200;97;2;Awake;
Apple Watch;20250603151556+0200;102;2;Awake;
Apple Watch;20250603151601+0200;103;2;Awake;
Apple Watch;20250603151606+0200;99;2;Awake;
Apple Watch;20250603151608+0200;99;2;Awake;
Apple Watch;20250603151615+0200;95;2;Awake;
Apple Watch;20250603151621+0200;102;2;Awake;
Apple Watch;20250603151623+0200;104;2;Awake;
Apple Watch;20250603151629+0200;104;2;Awake;
Apple Watch;20250603151632+0200;101;2;Awake;
Apple Watch;20250603151641+0200;101;2;Awake;
Apple Watch;20250603151646+0200;100;2;Awake;
Apple Watch;20250603151648+0200;102;2;Awake;
Apple Watch;20250603151652+0200;104;2;Awake;
Apple Watch;20250603151701+0200;100;2;Awake;
Apple Watch;20250603151706+0200;97;2;Awake;
Apple Watch;20250603151711+0200;97;2;Awake;
Apple Watch;20250603151712+0200;97;2;Awake;
Apple Watch;20250603151717+0200;92;2;Awake;
Apple Watch;20250603151725+0200;87;2;Awake;
Apple Watch;20250603151727+0200;89;2;Awake;
Apple Watch;20250603151732+0200;91;2;Awake;
Apple Watch;20250603151741+0200;81;2;Awake;
Apple Watch;20250603151746+0200;79;2;Awake;
Apple Watch;20250603151750+0200;82;2;Awake;
Apple Watch;20250603151752+0200;83;2;Awake;
Apple Watch;20250603151757+0200;90;2;Awake;
Apple Watch;20250603151805+0200;108;2;Awake;
Apple Watch;20250603151811+0200;120;2;Awake;
Apple Watch;20250603151816+0200;129;2;Awake;
Apple Watch;20250603151821+0200;135;2;Awake;
Apple Watch;20250603151823+0200;136;2;Awake;
Apple Watch;20250603151828+0200;128;2;Awake;
Apple Watch;20250603151836+0200;108;2;Awake;
Apple Watch;20250603151838+0200;110;2;Awake;
Apple Watch;20250603151844+0200;120;2;Awake;
Apple Watch;20250603151847+0200;125;2;Awake;
Apple Watch;20250603151855+0200;134;2;Awake;
Apple Watch;20250603151858+0200;134;2;Awake;
Apple Watch;20250603151906+0200;139;2;Awake;
Apple Watch;20250603151908+0200;140;2;Awake;
Apple Watch;20250603151912+0200;136;2;Awake;
Apple Watch;20250603151917+0200;132;2;Awake;
Apple Watch;20250603151922+0200;122;2;Awake;
Apple Watch;20250603151931+0200;118;2;Awake;
Apple Watch;20250603151935+0200;125;2;Awake;
Apple Watch;20250603151937+0200;128;2;Awake;
Apple Watch;20250603151946+0200;127;2;Awake;
Apple Watch;20250603151951+0200;125;2;Awake;
Apple Watch;20250603151956+0200;125;2;Awake;
Apple Watch;20250603151957+0200;125;2;Awake;
Apple Watch;20250603152006+0200;124;2;Awake;
Apple Watch;20250603152007+0200;125;2;Awake;
Apple Watch;20250603152012+0200;127;2;Awake;
Apple Watch;20250603152017+0200;132;2;Awake;
Apple Watch;20250603152026+0200;130;2;Awake;
Apple Watch;20250603152030+0200;135;2;Awake;
Apple Watch;20250603152035+0200;137;2;Awake;
Apple Watch;20250603152040+0200;136;2;Awake;
Apple Watch;20250603152045+0200;137;2;Awake;
Apple Watch;20250603152050+0200;132;2;Awake;
Apple Watch;20250603152053+0200;132;2;Awake;
Apple Watch;20250603152100+0200;140;2;Awake;
Apple Watch;20250603152102+0200;141;2;Awake;
Apple Watch;20250603152111+0200;142;2;Awake;
Apple Watch;20250603152116+0200;138;2;Awake;
Apple Watch;20250603152118+0200;137;2;Awake;
Apple Watch;20250603152122+0200;142;2;Awake;
Apple Watch;20250603152130+0200;140;2;Awake;
Apple Watch;20250603152132+0200;139;2;Awake;
Apple Watch;20250603152141+0200;138;2;Awake;
Apple Watch;20250603152144+0200;136;2;Awake;
Apple Watch;20250603152147+0200;137;2;Awake;
Apple Watch;20250603152156+0200;148;2;Awake;
Apple Watch;20250603152157+0200;149;2;Awake;
Apple Watch;20250603152205+0200;151;2;Awake;
Apple Watch;20250603152209+0200;149;2;Awake;
Apple Watch;20250603152213+0200;145;2;Awake;
Apple Watch;20250603152220+0200;141;2;Awake;
Apple Watch;20250603152223+0200;138;2;Awake;
Apple Watch;20250603152231+0200;138;2;Awake;
Apple Watch;20250603152235+0200;139;2;Awake;
Apple Watch;20250603152238+0200;136;2;Awake;
Apple Watch;20250603152247+0200;145;2;Awake;
Apple Watch;20250603152250+0200;147;2;Awake;
Apple Watch;20250603152255+0200;138;2;Awake;
Apple Watch;20250603152302+0200;123;2;Awake;
Apple Watch;20250603152303+0200;122;2;Awake;
Apple Watch;20250603152308+0200;119;2;Awake;
Apple Watch;20250603152317+0200;121;2;Awake;
Apple Watch;20250603152318+0200;123;2;Awake;
Apple Watch;20250603152327+0200;134;2;Awake;
Apple Watch;20250603152330+0200;132;2;Awake;
Apple Watch;20250603152337+0200;130;2;Awake;
Apple Watch;20250603152340+0200;130;2;Awake;
Apple Watch;20250603152347+0200;133;2;Awake;
Apple Watch;20250603152351+0200;135;2;Awake;
Apple Watch;20250603152353+0200;134;2;Awake;
Apple Watch;20250603152402+0200;128;2;Awake;
Apple Watch;20250603152404+0200;127;2;Awake;
Apple Watch;20250603152412+0200;111;2;Awake;
Apple Watch;20250603152417+0200;109;2;Awake;
Apple Watch;20250603152418+0200;109;2;Awake;
Apple Watch;20250603152427+0200;108;2;Awake;
Apple Watch;20250603152428+0200;109;2;Awake;
Apple Watch;20250603152435+0200;108;2;Awake;
Apple Watch;20250603152440+0200;109;2;Awake;
Apple Watch;20250603152443+0200;111;2;Awake;
Apple Watch;20250603152452+0200;105;2;Awake;
Apple Watch;20250603152457+0200;97;2;Awake;
Apple Watch;20250603152458+0200;98;2;Awake;
Apple Watch;20250603152503+0200;101;2;Awake;
Apple Watch;20250603152512+0200;93;2;Awake;
Apple Watch;20250603152517+0200;93;2;Awake;
Apple Watch;20250603152519+0200;92;2;Awake;
Apple Watch;20250603152526+0200;99;2;Awake;
Apple Watch;20250603152528+0200;99;2;Awake;
Apple Watch;20250603152533+0200;104;2;Awake;
Apple Watch;20250603152538+0200;99;2;Awake;
Apple Watch;20250603152547+0200;112;2;Awake;
Apple Watch;20250603152552+0200;119;2;Awake;
Apple Watch;20250603152553+0200;121;2;Awake;
Apple Watch;20250603152600+0200;136;2;Awake;
Apple Watch;20250603152607+0200;151;2;Awake;
Apple Watch;20250603152612+0200;159;2;Awake;
Apple Watch;20250603152617+0200;158;2;Awake;
Apple Watch;20250603152619+0200;155;2;Awake;
Apple Watch;20250603152627+0200;145;2;Awake;
Apple Watch;20250603152630+0200;142;2;Awake;
Apple Watch;20250603152637+0200;144;2;Awake;
Apple Watch;20250603152638+0200;144;2;Awake;
Apple Watch;20250603152643+0200;143;2;Awake;
Apple Watch;20250603152648+0200;144;2;Awake;
Apple Watch;20250603152657+0200;141;2;Awake;
Apple Watch;20250603152702+0200;139;2;Awake;
Apple Watch;20250603152706+0200;137;2;Awake;
Apple Watch;20250603152711+0200;136;2;Awake;
Apple Watch;20250603152713+0200;135;2;Awake;
Apple Watch;20250603152722+0200;129;2;Awake;
Apple Watch;20250603152723+0200;129;2;Awake;
Apple Watch;20250603152728+0200;123;2;Awake;
Apple Watch;20250603152733+0200;121;2;Awake;
Apple Watch;20250603152742+0200;111;2;Awake;
Apple Watch;20250603152747+0200;105;2;Awake;
Apple Watch;20250603152748+0200;103;2;Awake;
Apple Watch;20250603152754+0200;92;2;Awake;
Apple Watch;20250603152758+0200;94;2;Awake;
Apple Watch;20250603152805+0200;84;2;Awake;
Apple Watch;20250603152812+0200;84;2;Awake;
Apple Watch;20250603152817+0200;84;2;Awake;
Apple Watch;20250603152822+0200;92;2;Awake;
Apple Watch;20250603152827+0200;105;2;Awake;
Apple Watch;20250603152829+0200;106;2;Awake;
Apple Watch;20250603152836+0200;102;2;Awake;
Apple Watch;20250603152841+0200;105;2;Awake;
Apple Watch;20250603152843+0200;106;2;Awake;
Apple Watch;20250603152851+0200;104;2;Awake;
Apple Watch;20250603152854+0200;106;2;Awake;
Apple Watch;20250603152901+0200;109;2;Awake;
Apple Watch;20250603152903+0200;108;2;Awake;
Apple Watch;20250603152908+0200;108;2;Awake;
Apple Watch;20250603152916+0200;121;2;Awake;
Apple Watch;20250603152920+0200;119;2;Awake;
Apple Watch;20250603152927+0200;114;2;Awake;
Apple Watch;20250603152929+0200;111;2;Awake;
Apple Watch;20250603152936+0200;102;2;Awake;
Apple Watch;20250603152942+0200;92;2;Awake;
Apple Watch;20250603152947+0200;90;2;Awake;
Apple Watch;20250603152952+0200;92;2;Awake;
Apple Watch;20250603152955+0200;93;2;Awake;
Apple Watch;20250603153002+0200;90;2;Awake;
Apple Watch;20250603153004+0200;90;2;Awake;
Apple Watch;20250603153009+0200;94;2;Awake;
Apple Watch;20250603153014+0200;97;2;Awake;
Apple Watch;20250603153023+0200;96;2;Awake;
Apple Watch;20250603153028+0200;93;2;Awake;
Apple Watch;20250603153031+0200;94;2;Awake;
Apple Watch;20250603153034+0200;92;2;Awake;
Apple Watch;20250603153043+0200;90;2;Awake;
Apple Watch;20250603153044+0200;90;2;Awake;
Apple Watch;20250603153051+0200;89;2;Awake;
Apple Watch;20250603153058+0200;85;2;Awake;
Apple Watch;20250603153101+0200;86;2;Awake;
Apple Watch;20250603153104+0200;87;2;Awake;
Apple Watch;20250603153113+0200;82;2;Awake;
Apple Watch;20250603153118+0200;76;2;Awake;
Apple Watch;20250603153123+0200;75;2;Awake;
Apple Watch;20250603153125+0200;75;2;Awake;
Apple Watch;20250603153129+0200;78;2;Awake;
Apple Watch;20250603153134+0200;86;2;Awake;
Apple Watch;20250603153143+0200;84;2;Awake;
Apple Watch;20250603153149+0200;88;2;Awake;
Apple Watch;20250603153158+0200;88;2;Awake;
Apple Watch;20250603153203+0200;89;2;Awake;
Apple Watch;20250603153208+0200;86;2;Awake;
Apple Watch;20250603153212+0200;85;2;Awake;
Apple Watch;20250603153214+0200;85;2;Awake;
Apple Watch;20250603153219+0200;87;2;Awake;
Apple Watch;20250603153228+0200;84;2;Awake;
Apple Watch;20250603153231+0200;83;2;Awake;
Apple Watch;20250603153234+0200;86;2;Awake;
Apple Watch;20250603153243+0200;90;2;Awake;
Apple Watch;20250603153244+0200;89;2;Awake;
Apple Watch;20250603153251+0200;94;2;Awake;
Apple Watch;20250603153257+0200;89;2;Awake;
Apple Watch;20250603153259+0200;91;2;Awake;
Apple Watch;20250603153306+0200;92;2;Awake;
Apple Watch;20250603153311+0200;95;2;Awake;
Apple Watch;20250603153317+0200;99;2;Awake;
Apple Watch;20250603153323+0200;93;2;Awake;
Apple Watch;20250603153327+0200;88;2;Awake;
Apple Watch;20250603153329+0200;89;2;Awake;
Apple Watch;20250603153338+0200;89;2;Awake;
Apple Watch;20250603153339+0200;88;2;Awake;
Apple Watch;20250603153345+0200;89;2;Awake;
Apple Watch;20250603153352+0200;93;2;Awake;
Apple Watch;20250603153354+0200;94;2;Awake;
Apple Watch;20250603153403+0200;95;2;Awake;
Apple Watch;20250603153408+0200;85;2;Awake;
Apple Watch;20250603153412+0200;82;2;Awake;
Apple Watch;20250603153417+0200;81;2;Awake;
Apple Watch;20250603153419+0200;81;2;Awake;
Apple Watch;20250603153426+0200;87;2;Awake;
Apple Watch;20250603153429+0200;88;2;Awake;
Apple Watch;20250603153435+0200;93;2;Awake;
Apple Watch;20250603153443+0200;88;2;Awake;
Apple Watch;20250603153444+0200;88;2;Awake;
Apple Watch;20250603153449+0200;93;2;Awake;
Apple Watch;20250603153454+0200;95;2;Awake;
Apple Watch;20250603153502+0200;101;2;Awake;
Apple Watch;20250603153508+0200;96;2;Awake;
Apple Watch;20250603153511+0200;96;2;Awake;
Apple Watch;20250603153514+0200;100;2;Awake;
Apple Watch;20250603153523+0200;97;2;Awake;
Apple Watch;20250603153527+0200;93;2;Awake;
Apple Watch;20250603153532+0200;102;2;Awake;
Apple Watch;20250603153536+0200;111;2;Awake;
Apple Watch;20250603153543+0200;129;2;Awake;
Apple Watch;20250603153548+0200;138;2;Awake;
Apple Watch;20250603153552+0200;137;2;Awake;
Apple Watch;20250603153554+0200;136;2;Awake;
Apple Watch;20250603153603+0200;129;2;Awake;
Apple Watch;20250603153608+0200;128;2;Awake;
Apple Watch;20250603153609+0200;129;2;Awake;
Apple Watch;20250603153614+0200;133;2;Awake;
Apple Watch;20250603153619+0200;135;2;Awake;
Apple Watch;20250603153628+0200;147;2;Awake;
Apple Watch;20250603153631+0200;150;2;Awake;
Apple Watch;20250603153635+0200;150;2;Awake;
Apple Watch;20250603153642+0200;152;2;Awake;
Apple Watch;20250603153647+0200;153;2;Awake;
Apple Watch;20250603153649+0200;152;2;Awake;
Apple Watch;20250603153657+0200;144;2;Awake;
Apple Watch;20250603153703+0200;143;2;Awake;
Apple Watch;20250603153704+0200;143;2;Awake;
Apple Watch;20250603153710+0200;140;2;Awake;
Apple Watch;20250603153715+0200;138;2;Awake;
Apple Watch;20250603153723+0200;131;2;Awake;
Apple Watch;20250603153724+0200;131;2;Awake;
Apple Watch;20250603153729+0200;123;2;Awake;
Apple Watch;20250603153738+0200;110;2;Awake;
Apple Watch;20250603153739+0200;109;2;Awake;
Apple Watch;20250603153745+0200;113;2;Awake;
Apple Watch;20250603153753+0200;117;2;Awake;
Apple Watch;20250603153757+0200;113;2;Awake;
Apple Watch;20250603153759+0200;113;2;Awake;
Apple Watch;20250603153804+0200;113;2;Awake;
Apple Watch;20250603153813+0200;107;2;Awake;
Apple Watch;20250603153817+0200;109;2;Awake;
Apple Watch;20250603153819+0200;109;2;Awake;
Apple Watch;20250603153825+0200;101;2;Awake;
Apple Watch;20250603153832+0200;102;2;Awake;
Apple Watch;20250603153834+0200;101;2;Awake;
Apple Watch;20250603153839+0200;107;2;Awake;
Apple Watch;20250603153848+0200;125;2;Awake;
Apple Watch;20250603153853+0200;136;2;Awake;
Apple Watch;20250603153855+0200;140;2;Awake;
Apple Watch;20250603153902+0200;145;2;Awake;
Apple Watch;20250603153908+0200;140;2;Awake;
Apple Watch;20250603153913+0200;133;2;Awake;
Apple Watch;20250603153914+0200;134;2;Awake;
Apple Watch;20250603153923+0200;139;2;Awake;
Apple Watch;20250603153928+0200;140;2;Awake;
Apple Watch;20250603153929+0200;140;2;Awake;
Apple Watch;20250603153938+0200;148;2;Awake;
Apple Watch;20250603153941+0200;149;2;Awake;
Apple Watch;20250603153944+0200;148;2;Awake;
Apple Watch;20250603153953+0200;137;2;Awake;
Apple Watch;20250603153954+0200;136;2;Awake;
Apple Watch;20250603153959+0200;130;2;Awake;
